,Downtimeccategory,Date,Downtime Duration,Planned Operating Time (min)
3963,Safety Training,2022-02-18 0:00,20,600
3964,Startup,2022-02-18 0:00,7,600
3965,Infeed Jam,2022-02-18 0:00,79,600
3966,Feed roll Tripped,2022-02-18 0:00,5,600
3967,Mag 1 Jam,2022-02-18 0:00,30,600
3968,Mag 2 Jam,2022-02-18 0:00,7,600
3969,Mag 3 Jam,2022-02-18 0:00,11,600
3970,Actual Tonnage Produced during shift (tons),2022-02-18 0:00,231.27,600
3971,/Planned Operating Time (min),2022-02-19 0:00,600,600
3972,Coffee Break #1 ,2022-02-19 0:00,15,600
3973,Coffee Break #2 ,2022-02-19 0:00,15,600
3974,Lunch Break ,2022-02-19 0:00,30,600
3975,Pre-shift Inspection,2022-02-19 0:00,20,600
3976,5S / Routine Cleaning,2022-02-19 0:00,30,600
3977,Safety Training,2022-02-19 0:00,15,600
3978,Startup,2022-02-19 0:00,10,600
3979,Fires,2022-02-19 0:00,1,600
3980,Mag 1 Jam,2022-02-19 0:00,96,600
3981,Mag 1 Electric,2022-02-19 0:00,2,600
3982,Mag 2 Jam,2022-02-19 0:00,13,600
3983,Mag 3 Jam,2022-02-19 0:00,10,600
3984,Mag 3 Electric,2022-02-19 0:00,38,600
3985,Actual Tonnage Produced during shift (tons),2022-02-19 0:00,225.87,600
3986,/Planned Operating Time (min),2022-02-22 0:00,600,600
3987,Coffee Break #1 ,2022-02-22 0:00,15,600
3988,Coffee Break #2 ,2022-02-22 0:00,15,600
3989,Lunch Break ,2022-02-22 0:00,30,600
3990,Pre-shift Inspection,2022-02-22 0:00,20,600
3991,5S / Routine Cleaning,2022-02-22 0:00,15,600
3992,Safety Training,2022-02-22 0:00,90,600
3993,Startup,2022-02-22 0:00,8,600
3994,Feed roll Tripped,2022-02-22 0:00,26,600
3995,Z Box Jam,2022-02-22 0:00,6,600
3996,Mag 1 Jam,2022-02-22 0:00,91,600
3997,Mag 1 Electric,2022-02-22 0:00,6,600
3998,Mag 3 Jam,2022-02-22 0:00,4,600
3999,West Conveyor,2022-02-22 0:00,15,600
4000,Actual Tonnage Produced during shift (tons),2022-02-22 0:00,168.57,600
4001,/Planned Operating Time (min),2022-02-23 0:00,600,600
4002,Coffee Break #1 ,2022-02-23 0:00,15,600
4003,Coffee Break #2 ,2022-02-23 0:00,15,600
4004,Lunch Break ,2022-02-23 0:00,30,600
4005,Pre-shift Inspection,2022-02-23 0:00,8,600
4006,5S / Routine Cleaning,2022-02-23 0:00,30,600
4007,Safety Training,2022-02-23 0:00,15,600
4008,Startup,2022-02-23 0:00,8,600
4009,Un-Controlled Power Failure *1,2022-02-23 0:00,14,600
4010,Explosion,2022-02-23 0:00,80,600
4011,Mag 1 Jam,2022-02-23 0:00,132,600
4012,Mag 1 Electric,2022-02-23 0:00,3,600
4013,Mag 3 Jam,2022-02-23 0:00,13,600
4014,Dirt 1 Jam,2022-02-23 0:00,20,600
4015,Stacker Belt Jam,2022-02-23 0:00,13,600
4016,Actual Tonnage Produced during shift (tons),2022-02-23 0:00,144.6,600
4017,/Planned Operating Time (min),2022-02-24 0:00,600,600
4018,Coffee Break #1 ,2022-02-24 0:00,15,600
4019,Coffee Break #2 ,2022-02-24 0:00,15,600
4020,Lunch Break ,2022-02-24 0:00,30,600
4021,5S / Routine Cleaning,2022-02-24 0:00,30,600
4022,Startup,2022-02-24 0:00,15,600
4023,Feed roll Tripped,2022-02-24 0:00,218,600
4024,Mag 1 Jam,2022-02-24 0:00,43,600
4025,Mag 2 Jam,2022-02-24 0:00,3,600
4026,Mag 3 Jam,2022-02-24 0:00,16,600
4027,NFC 1 Jam,2022-02-24 0:00,13,600
4028,Actual Tonnage Produced during shift (tons),2022-02-24 0:00,185.1,600
4029,/Planned Operating Time (min),2022-02-25 0:00,600,600
4030,Coffee Break #1 ,2022-02-25 0:00,15,600
4031,Coffee Break #2 ,2022-02-25 0:00,15,600
4032,Lunch Break ,2022-02-25 0:00,30,600
4033,5S / Routine Cleaning,2022-02-25 0:00,30,600
4034,Startup,2022-02-25 0:00,16,600
4035,Other 1 ,2022-02-25 0:00,20,600
4036,Safety Updates,2022-02-25 0:00,65,600
4037,Mag 1 Jam,2022-02-25 0:00,139,600
4038,Mag 2 Jam,2022-02-25 0:00,9,600
4039,Mag 3 Jam,2022-02-25 0:00,29,600
4040,Actual Tonnage Produced during shift (tons),2022-02-25 0:00,145.8,600
4041,/Planned Operating Time (min),2022-02-26 0:00,600,600
4042,Coffee Break #1 ,2022-02-26 0:00,15,600
4043,Coffee Break #2 ,2022-02-26 0:00,15,600
4044,Lunch Break ,2022-02-26 0:00,30,600
4045,5S / Routine Cleaning,2022-02-26 0:00,30,600
4046,Startup,2022-02-26 0:00,27,600
4047,Morning Meeting,2022-02-26 0:00,30,600
4048,Short Staff,2022-02-26 0:00,30,600
4049,Safety Updates,2022-02-26 0:00,60,600
4050,Mag 1 Jam,2022-02-26 0:00,23,600
4051,Mag 2 Jam,2022-02-26 0:00,3,600
4052,Mag 3 Jam,2022-02-26 0:00,12,600
4053,NFC 1 Jam,2022-02-26 0:00,13,600
4054,Actual Tonnage Produced during shift (tons),2022-02-26 0:00,179,600
4055,/Planned Operating Time (min),2022-02-27 0:00,480,480
4056,Coffee Break #1 ,2022-02-27 0:00,15,480
4057,Lunch Break ,2022-02-27 0:00,30,480
4058,5S / Routine Cleaning,2022-02-27 0:00,30,480
4059,Startup,2022-02-27 0:00,15,480
4060,Morning Meeting,2022-02-27 0:00,5,480
4061,Hazard analysis/Safety intiative,2022-02-27 0:00,90,480
4062,Mag 1 Jam,2022-02-27 0:00,30,480
4063,Mag 2 Jam,2022-02-27 0:00,4,480
4064,Mag 3 Jam,2022-02-27 0:00,34,480
4065,Actual Tonnage Produced during shift (tons),2022-02-27 0:00,195.4,480
4066,/Planned Operating Time (min),2022-03-01 0:00,600,600
4067,Coffee Break #1 ,2022-03-01 0:00,15,600
4068,Coffee Break #2 ,2022-03-01 0:00,15,600
4069,Lunch Break ,2022-03-01 0:00,30,600
4070,Pre-shift Inspection,2022-03-01 0:00,8,600
4071,5S / Routine Cleaning,2022-03-01 0:00,15,600
4072,Safety Training,2022-03-01 0:00,55,600
4073,Startup,2022-03-01 0:00,7,600
4074,Feed roll Jam,2022-03-01 0:00,45,600
4075,Feed roll Tripped,2022-03-01 0:00,10,600
4076,Mag 1 Jam,2022-03-01 0:00,73,600
4077,Mag 1 Electric,2022-03-01 0:00,32,600
4078,Mag 3 Jam,2022-03-01 0:00,18,600
4079,Actual Tonnage Produced during shift (tons),2022-03-01 0:00,167.44,600
4080,/Planned Operating Time (min),2022-03-02 0:00,600,600
4081,Coffee Break #1 ,2022-03-02 0:00,15,600
4082,Coffee Break #2 ,2022-03-02 0:00,15,600
4083,Lunch Break ,2022-03-02 0:00,30,600
4084,Pre-shift Inspection,2022-03-02 0:00,20,600
4085,5S / Routine Cleaning,2022-03-02 0:00,30,600
4086,Safety Training,2022-03-02 0:00,20,600
4087,Startup,2022-03-02 0:00,5,600
4088,Delay of planned maintenance,2022-03-02 0:00,10,600
4089,Feed roll Tripped,2022-03-02 0:00,7,600
4090,DC Cooldown,2022-03-02 0:00,177,600
4091,Shaker Jam,2022-03-02 0:00,8,600
4092,Mag 1 Jam,2022-03-02 0:00,12,600
4093,Mag 1 Electric,2022-03-02 0:00,15,600
4094,Mag 2 Jam,2022-03-02 0:00,5,600
4095,NFC 1 Jam,2022-03-02 0:00,7,600
4096,Actual Tonnage Produced during shift (tons),2022-03-02 0:00,186.66,600
4097,/Planned Operating Time (min),2022-03-03 0:00,600,600
4098,Coffee Break #1 ,2022-03-03 0:00,15,600
4099,Coffee Break #2 ,2022-03-03 0:00,15,600
4100,Lunch Break ,2022-03-03 0:00,30,600
4101,Safety Training,2022-03-03 0:00,120,600
4102,Morning Meeting,2022-03-03 0:00,15,600
4103,Safety Updates,2022-03-03 0:00,165,600
4104,DC Cooldown,2022-03-03 0:00,240,600
4105,/Planned Operating Time (min),2022-03-04 0:00,600,600
4106,Coffee Break #1 ,2022-03-04 0:00,15,600
4107,Coffee Break #2 ,2022-03-04 0:00,15,600
4108,Lunch Break ,2022-03-04 0:00,30,600
4109,Morning Meeting,2022-03-04 0:00,15,600
4110,Safety Updates,2022-03-04 0:00,525,600
4111,/Planned Operating Time (min),2022-03-05 0:00,600,600
4112,Coffee Break #1 ,2022-03-05 0:00,15,600
4113,Coffee Break #2 ,2022-03-05 0:00,15,600
4114,Lunch Break ,2022-03-05 0:00,30,600
4115,Morning Meeting,2022-03-05 0:00,15,600
4116,Safety Updates,2022-03-05 0:00,525,600
4117,/Planned Operating Time (min),2022-03-07 0:00,720,720
4118,Coffee Break #1 ,2022-03-07 0:00,15,720
4119,Coffee Break #2 ,2022-03-07 0:00,30,720
4120,Lunch Break ,2022-03-07 0:00,30,720
4121,Pre-shift Inspection,2022-03-07 0:00,10,720
4122,5S / Routine Cleaning,2022-03-07 0:00,20,720
4123,Safety Training,2022-03-07 0:00,10,720
4124,Startup,2022-03-07 0:00,10,720
4125,Transfer Belt,2022-03-07 0:00,19,720
4126,Mag 1 Jam,2022-03-07 0:00,16,720
4127,Mag 1 Electric,2022-03-07 0:00,6,720
4128,Mag 2 Jam,2022-03-07 0:00,37,720
4129,Mag 2 Electric,2022-03-07 0:00,41,720
4130,Mag 3 Jam,2022-03-07 0:00,4,720
4131,Mag 3 Electric,2022-03-07 0:00,7,720
4132,Stacker Belt Jam,2022-03-07 0:00,21,720
4133,Actual Tonnage Produced during shift (tons),2022-03-07 0:00,328.79,720
4134,/Planned Operating Time (min),2022-03-08 0:00,600,600
4135,Coffee Break #1 ,2022-03-08 0:00,15,600
4136,Coffee Break #2 ,2022-03-08 0:00,15,600
4137,Lunch Break ,2022-03-08 0:00,30,600
4138,Pre-shift Inspection,2022-03-08 0:00,8,600
4139,5S / Routine Cleaning,2022-03-08 0:00,15,600
4140,Safety Training,2022-03-08 0:00,10,600
4141,Startup,2022-03-08 0:00,4,600
4142,Mag 1 Jam,2022-03-08 0:00,8,600
4143,Mag 2 Jam,2022-03-08 0:00,7,600
4144,Mag 2 Electric,2022-03-08 0:00,30,600
4145,Mag 3 Jam,2022-03-08 0:00,16,600
4146,Dirt 1 Jam,2022-03-08 0:00,18,600
4147,Dirt 1 Pullcord,2022-03-08 0:00,4,600
4148,NFC 2 Jam,2022-03-08 0:00,9,600
4149,Actual Tonnage Produced during shift (tons),2022-03-08 0:00,278.37,600
4150,/Planned Operating Time (min),2022-03-09 0:00,720,720
4151,Coffee Break #1 ,2022-03-09 0:00,15,720
4152,Coffee Break #2 ,2022-03-09 0:00,30,720
4153,Lunch Break ,2022-03-09 0:00,30,720
4154,Pre-shift Inspection,2022-03-09 0:00,8,720
4155,Startup,2022-03-09 0:00,4,720
4156,Mill Hydraulics,2022-03-09 0:00,7,720
4157,Mag 1 Electric,2022-03-09 0:00,8,720
4158,Mag 2 Jam,2022-03-09 0:00,2,720
4159,Mag 2 Electric,2022-03-09 0:00,22,720
4160,Mag 3 Jam,2022-03-09 0:00,8,720
4161,Mag 3 Electric,2022-03-09 0:00,3,720
4162,East Conveyor,2022-03-09 0:00,32,720
4163,NFC 1 Jam,2022-03-09 0:00,59,720
4164,NFC 2 Jam,2022-03-09 0:00,35,720
4165,Actual Tonnage Produced during shift (tons),2022-03-09 0:00,330.87,720
4166,/Planned Operating Time (min),2022-03-10 0:00,600,600
4167,Coffee Break #1 ,2022-03-10 0:00,15,600
4168,Coffee Break #2 ,2022-03-10 0:00,15,600
4169,Lunch Break ,2022-03-10 0:00,30,600
4170,Pre-shift Inspection,2022-03-10 0:00,10,600
4171,5S / Routine Cleaning,2022-03-10 0:00,60,600
4172,Safety Training,2022-03-10 0:00,8,600
4173,Startup,2022-03-10 0:00,10,600
4174,Mag 1 Electric,2022-03-10 0:00,7,600
4175,Mag 2 Jam,2022-03-10 0:00,5,600
4176,Mag 2 Belt,2022-03-10 0:00,4,600
4177,Mag 2 Electric,2022-03-10 0:00,17,600
4178,Mag 3 Jam,2022-03-10 0:00,6,600
4179,Mag 3 Electric,2022-03-10 0:00,3,600
4180,Actual Tonnage Produced during shift (tons),2022-03-10 0:00,360.36,600
4181,/Planned Operating Time (min),2022-03-14 0:00,600,600
4182,Coffee Break #1 ,2022-03-14 0:00,15,600
4183,Coffee Break #2 ,2022-03-14 0:00,15,600
4184,Lunch Break ,2022-03-14 0:00,30,600
4185,Pre-shift Inspection,2022-03-14 0:00,8,600
4186,5S / Routine Cleaning,2022-03-14 0:00,30,600
4187,Safety Training,2022-03-14 0:00,10,600
4188,Startup,2022-03-14 0:00,7,600
4189,Mill Hydraulics,2022-03-14 0:00,15,600
4190,Mag 1 Jam,2022-03-14 0:00,3,600
4191,Mag 2 Jam,2022-03-14 0:00,16,600
4192,Mag 2 Electric,2022-03-14 0:00,38,600
4193,Mag 3 Jam,2022-03-14 0:00,11,600
4194,Mag 3 Electric,2022-03-14 0:00,6,600
4195,Primary Conveyor,2022-03-14 0:00,35,600
4196,Primary Pullcord,2022-03-14 0:00,16,600
4197,Actual Tonnage Produced during shift (tons),2022-03-14 0:00,307.74,600
4198,/Planned Operating Time (min),2022-03-15 0:00,600,600
4199,Coffee Break #1 ,2022-03-15 0:00,15,600
4200,Coffee Break #2 ,2022-03-15 0:00,15,600
4201,Lunch Break ,2022-03-15 0:00,30,600
4202,Pre-shift Inspection,2022-03-15 0:00,12,600
4203,5S / Routine Cleaning,2022-03-15 0:00,25,600
4204,Safety Training,2022-03-15 0:00,15,600
4205,Startup,2022-03-15 0:00,6,600
4206,Mag 1 Electric,2022-03-15 0:00,14,600
4207,Mag 2 Jam,2022-03-15 0:00,25,600
4208,Mag 2 Electric,2022-03-15 0:00,5,600
4209,Mag 3 Electric,2022-03-15 0:00,24,600
4210,Primary Conveyor,2022-03-15 0:00,30,600
4211,Primary Pullcord,2022-03-15 0:00,10,600
4212,NFC 2 Jam,2022-03-15 0:00,6,600
4213,Trommel,2022-03-15 0:00,5,600
4214,Stacker Belt Jam,2022-03-15 0:00,6,600
4215,Actual Tonnage Produced during shift (tons),2022-03-15 0:00,167.58,600
4216,/Planned Operating Time (min),2022-03-16 0:00,720,720
4217,Coffee Break #1 ,2022-03-16 0:00,15,720
4218,Coffee Break #2 ,2022-03-16 0:00,30,720
4219,Lunch Break ,2022-03-16 0:00,30,720
4220,Pre-shift Inspection,2022-03-16 0:00,15,720
4221,5S / Routine Cleaning,2022-03-16 0:00,30,720
4222,Safety Training,2022-03-16 0:00,15,720
4223,Mag 1 Jam,2022-03-16 0:00,12,720
4224,Mag 2 Jam,2022-03-16 0:00,12,720
4225,Mag 2 Electric,2022-03-16 0:00,12,720
4226,Mag 3 Jam,2022-03-16 0:00,5,720
4227,Electrical Misc,2022-03-16 0:00,30,720
4228,Actual Tonnage Produced during shift (tons),2022-03-16 0:00,358.2,720
4229,/Planned Operating Time (min),2022-03-17 0:00,600,600
4230,Coffee Break #1 ,2022-03-17 0:00,15,600
4231,Coffee Break #2 ,2022-03-17 0:00,15,600
4232,Lunch Break ,2022-03-17 0:00,30,600
4233,Pre-shift Inspection,2022-03-17 0:00,3,600
4234,5S / Routine Cleaning,2022-03-17 0:00,30,600
4235,Safety Training,2022-03-17 0:00,10,600
4236,Startup,2022-03-17 0:00,3,600
4237,Delay of planned maintenance,2022-03-17 0:00,39,600
4238,Mag 1 Jam,2022-03-17 0:00,6,600
4239,Mag 1 Electric,2022-03-17 0:00,3,600
4240,Mag 2 Jam,2022-03-17 0:00,12,600
4241,Mag 2 Electric,2022-03-17 0:00,15,600
4242,Mag 3 Jam,2022-03-17 0:00,6,600
4243,Primary Pullcord,2022-03-17 0:00,75,600
4244,ECS 1 Feeder Belt,2022-03-17 0:00,38,600
4245,Actual Tonnage Produced during shift (tons),2022-03-17 0:00,209.73,600
4246,/Planned Operating Time (min),2022-03-20 0:00,600,600
4247,Coffee Break #1 ,2022-03-20 0:00,15,600
4248,Coffee Break #2 ,2022-03-20 0:00,15,600
4249,Lunch Break ,2022-03-20 0:00,30,600
4250,Pre-shift Inspection,2022-03-20 0:00,10,600
4251,5S / Routine Cleaning,2022-03-20 0:00,30,600
4252,Safety Training,2022-03-20 0:00,10,600
4253,Startup,2022-03-20 0:00,10,600
4254,Mag 1 Jam,2022-03-20 0:00,19,600
4255,Mag 2 Jam,2022-03-20 0:00,45,600
4256,Mag 2 Electric,2022-03-20 0:00,3,600
4257,Mag 3 Jam,2022-03-20 0:00,4,600
4258,Dirt 1 Jam,2022-03-20 0:00,102,600
4259,Actual Tonnage Produced during shift (tons),2022-03-20 0:00,218.48,600
4260,/Planned Operating Time (min),2022-03-21 0:00,600,600
4261,Coffee Break #1 ,2022-03-21 0:00,15,600
4262,Coffee Break #2 ,2022-03-21 0:00,15,600
4263,Lunch Break ,2022-03-21 0:00,30,600
4264,Pre-shift Inspection,2022-03-21 0:00,8,600
4265,5S / Routine Cleaning,2022-03-21 0:00,30,600
4266,Safety Training,2022-03-21 0:00,15,600
4267,Startup,2022-03-21 0:00,7,600
4268,Fires,2022-03-21 0:00,4,600
4269,Mag 1 Electric,2022-03-21 0:00,8,600
4270,Mag 2 Jam,2022-03-21 0:00,68,600
4271,Mag 2 Electric,2022-03-21 0:00,11,600
4272,Mag 3 Jam,2022-03-21 0:00,4,600
4273,Dirt 2 Jam,2022-03-21 0:00,119,600
4274,Dirt 3 Pullcord,2022-03-21 0:00,2,600
4275,Actual Tonnage Produced during shift (tons),2022-03-21 0:00,198.35,600
4276,/Planned Operating Time (min),2022-03-22 0:00,600,600
4277,Coffee Break #1 ,2022-03-22 0:00,15,600
4278,Coffee Break #2 ,2022-03-22 0:00,15,600
4279,Lunch Break ,2022-03-22 0:00,30,600
4280,Pre-shift Inspection,2022-03-22 0:00,8,600
4281,5S / Routine Cleaning,2022-03-22 0:00,15,600
4282,Safety Training,2022-03-22 0:00,10,600
4283,Startup,2022-03-22 0:00,7,600
4284,Infeed Jam,2022-03-22 0:00,9,600
4285,Feed roll Jam,2022-03-22 0:00,20,600
4286,Shaker Jam,2022-03-22 0:00,45,600
4287,Mag 1 Jam,2022-03-22 0:00,27,600
4288,Mag 2 Jam,2022-03-22 0:00,69,600
4289,Mag 3 Jam,2022-03-22 0:00,15,600
4290,Dirt 1 Pullcord,2022-03-22 0:00,13,600
4291,Stacker Belt Jam,2022-03-22 0:00,8,600
4292,Actual Tonnage Produced during shift (tons),2022-03-22 0:00,227.23,600
4293,/Planned Operating Time (min),2022-03-23 0:00,600,600
4294,Coffee Break #1 ,2022-03-23 0:00,15,600
4295,Coffee Break #2 ,2022-03-23 0:00,15,600
4296,Lunch Break ,2022-03-23 0:00,30,600
4297,Pre-shift Inspection,2022-03-23 0:00,8,600
4298,5S / Routine Cleaning,2022-03-23 0:00,30,600
4299,Safety Training,2022-03-23 0:00,10,600
4300,Startup,2022-03-23 0:00,7,600
4301,Feed roll Jam,2022-03-23 0:00,10,600
4302,Feed roll Belt,2022-03-23 0:00,140,600
4303,Feed roll Tripped,2022-03-23 0:00,17,600
4304,Mill Hydraulics,2022-03-23 0:00,10,600
4305,Mag 2 Jam,2022-03-23 0:00,14,600
4306,Mag 2 Electric,2022-03-23 0:00,29,600
4307,Mag 3 Jam,2022-03-23 0:00,5,600
4308,Mag 3 Electric,2022-03-23 0:00,5,600
4309,NFC 1 Jam,2022-03-23 0:00,34,600
4310,NFC 2 Jam,2022-03-23 0:00,20,600
4311,Actual Tonnage Produced during shift (tons),2022-03-23 0:00,134.9,600
4312,/Planned Operating Time (min),2022-03-24 0:00,600,600
4313,Coffee Break #1 ,2022-03-24 0:00,15,600
4314,Coffee Break #2 ,2022-03-24 0:00,15,600
4315,Lunch Break ,2022-03-24 0:00,30,600
4316,Pre-shift Inspection,2022-03-24 0:00,10,600
4317,5S / Routine Cleaning,2022-03-24 0:00,20,600
4318,Safety Training,2022-03-24 0:00,10,600
4319,Startup,2022-03-24 0:00,10,600
4320,Machine Misc,2022-03-24 0:00,5,600
4321,Infeed Jam,2022-03-24 0:00,126,600
4322,Mag 1 Electric,2022-03-24 0:00,3,600
4323,Mag 2 Electric,2022-03-24 0:00,9,600
4324,Mag 3 Jam,2022-03-24 0:00,33,600
4325,Actual Tonnage Produced during shift (tons),2022-03-24 0:00,257.05,600
4326,/Planned Operating Time (min),2022-03-27 0:00,600,600
4327,Coffee Break #1 ,2022-03-27 0:00,15,600
4328,Coffee Break #2 ,2022-03-27 0:00,15,600
4329,Lunch Break ,2022-03-27 0:00,30,600
4330,Safety Training,2022-03-27 0:00,15,600
4331,Electrical Misc,2022-03-27 0:00,525,600
4332,Actual Tonnage Produced during shift (tons),2022-03-27 0:00,0,600
4333,/Planned Operating Time (min),2022-03-28 0:00,720,720
4334,Coffee Break #1 ,2022-03-28 0:00,15,720
4335,Coffee Break #2 ,2022-03-28 0:00,30,720
4336,Lunch Break ,2022-03-28 0:00,30,720
4337,Pre-shift Inspection,2022-03-28 0:00,7,720
4338,5S / Routine Cleaning,2022-03-28 0:00,20,720
4339,Safety Training,2022-03-28 0:00,15,720
4340,Startup,2022-03-28 0:00,10,720
4341,Mag 1 Jam,2022-03-28 0:00,23,720
4342,Mag 2 Electric,2022-03-28 0:00,3,720
4343,Mag 3 Electric,2022-03-28 0:00,3,720
4344,Electrical Misc,2022-03-28 0:00,255,720
4345,Actual Tonnage Produced during shift (tons),2022-03-28 0:00,223,720
4346,/Planned Operating Time (min),2022-03-29 0:00,600,600
4347,Coffee Break #1 ,2022-03-29 0:00,15,600
4348,Coffee Break #2 ,2022-03-29 0:00,15,600
4349,Lunch Break ,2022-03-29 0:00,30,600
4350,Pre-shift Inspection,2022-03-29 0:00,7,600
4351,5S / Routine Cleaning,2022-03-29 0:00,15,600
4352,Safety Training,2022-03-29 0:00,10,600
4353,Startup,2022-03-29 0:00,8,600
4354,Feed roll Tripped,2022-03-29 0:00,10,600
4355,Mill Jam,2022-03-29 0:00,43,600
4356,Mag 1 Jam,2022-03-29 0:00,15,600
4357,Mag 1 Electric,2022-03-29 0:00,3,600
4358,Mag 2 Electric,2022-03-29 0:00,45,600
4359,Mag 3 Electric,2022-03-29 0:00,28,600
4360,Actual Tonnage Produced during shift (tons),2022-03-29 0:00,273.58,600
4361,/Planned Operating Time (min),2022-03-30 0:00,600,600
4362,Coffee Break #1 ,2022-03-30 0:00,15,600
4363,Coffee Break #2 ,2022-03-30 0:00,15,600
4364,Lunch Break ,2022-03-30 0:00,30,600
4365,Pre-shift Inspection,2022-03-30 0:00,8,600
4366,5S / Routine Cleaning,2022-03-30 0:00,10,600
4367,Safety Training,2022-03-30 0:00,10,600
4368,Startup,2022-03-30 0:00,7,600
4369,Feed roll Belt,2022-03-30 0:00,21,600
4370,Mag 1 Jam,2022-03-30 0:00,8,600
4371,Mag 2 Jam,2022-03-30 0:00,41,600
4372,Mag 3 Jam,2022-03-30 0:00,46,600
4373,Actual Tonnage Produced during shift (tons),2022-03-30 0:00,286.58,600
4374,/Planned Operating Time (min),2022-03-31 0:00,600,600
4375,Coffee Break #1 ,2022-03-31 0:00,15,600
4376,Coffee Break #2 ,2022-03-31 0:00,15,600
4377,Lunch Break ,2022-03-31 0:00,30,600
4378,Pre-shift Inspection,2022-03-31 0:00,8,600
4379,5S / Routine Cleaning,2022-03-31 0:00,20,600
4380,Safety Training,2022-03-31 0:00,15,600
4381,Startup,2022-03-31 0:00,7,600
4382,Explosion,2022-03-31 0:00,9,600
4383,Feed roll Jam,2022-03-31 0:00,40,600
4384,DC Overheat,2022-03-31 0:00,7,600
4385,Mag 1 Jam,2022-03-31 0:00,32,600
4386,Mag 1 Electric,2022-03-31 0:00,4,600
4387,Mag 2 Electric,2022-03-31 0:00,18,600
4388,Mag 3 Jam,2022-03-31 0:00,12,600
4389,Actual Tonnage Produced during shift (tons),2022-03-31 0:00,298.18,600
4390,/Planned Operating Time (min),2022-04-01 0:00,480,480
4391,Coffee Break #1 ,2022-04-01 0:00,15,480
4392,Lunch Break ,2022-04-01 0:00,30,480
4393,Pre-shift Inspection,2022-04-01 0:00,10,480
4394,5S / Routine Cleaning,2022-04-01 0:00,16,480
4395,Startup,2022-04-01 0:00,10,480
4396,Mag 1 Jam,2022-04-01 0:00,5,480
4397,Mag 3 Electric,2022-04-01 0:00,3,480
4398,Stacker Belt Jam,2022-04-01 0:00,8,480
4399,Actual Tonnage Produced during shift (tons),2022-04-01 0:00,304.58,480
4400,/Planned Operating Time (min),2022-04-02 0:00,480,480
4401,Coffee Break #1 ,2022-04-02 0:00,15,480
4402,Lunch Break ,2022-04-02 0:00,30,480
4403,Pre-shift Inspection,2022-04-02 0:00,10,480
4404,5S / Routine Cleaning,2022-04-02 0:00,30,480
4405,Startup,2022-04-02 0:00,10,480
4406,Mag 1 Jam,2022-04-02 0:00,47,480
4407,Mag 1 Electric,2022-04-02 0:00,16,480
4408,NFC 1 Jam,2022-04-02 0:00,40,480
4409,Actual Tonnage Produced during shift (tons),2022-04-02 0:00,176.2,480
4410,/Planned Operating Time (min),2022-04-03 0:00,600,600
4411,Coffee Break #1 ,2022-04-03 0:00,15,600
4412,Coffee Break #2 ,2022-04-03 0:00,15,600
4413,Lunch Break ,2022-04-03 0:00,30,600
4414,Pre-shift Inspection,2022-04-03 0:00,11,600
4415,5S / Routine Cleaning,2022-04-03 0:00,29,600
4416,Safety Training,2022-04-03 0:00,10,600
4417,Startup,2022-04-03 0:00,11,600
4418,Short Staff,2022-04-03 0:00,15,600
4419,Mill Jam,2022-04-03 0:00,15,600
4420,DC Cooldown,2022-04-03 0:00,55,600
4421,Shaker Jam,2022-04-03 0:00,18,600
4422,Mag 1 Jam,2022-04-03 0:00,50,600
4423,Mag 2 Belt,2022-04-03 0:00,25,600
4424,Mag 2 Electric,2022-04-03 0:00,11,600
4425,Mag 3 Jam,2022-04-03 0:00,5,600
4426,Dirt 1 Pullcord,2022-04-03 0:00,5,600
4427,NFC 1 Jam,2022-04-03 0:00,2,600
4428,NFC 2 Jam,2022-04-03 0:00,2,600
4429,Stacker Belt Jam,2022-04-03 0:00,15,600
